GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
25,2022-12-07,,Buffalo Sabres,4,9,L,,,30,6,3,5,0,39,41,48.8,32,27,54.2,23,20,53.5,57.7,93.0,Columbus Blue Jackets,Columbus Blue Jackets,Buffalo Sabres,4,9
26,2022-12-09,,Calgary Flames,3,1,W,,,32,14,0,5,0,36,46,43.9,31,34,47.7,19,18,51.4,51.6,110.0,Columbus Blue Jackets,Columbus Blue Jackets,Calgary Flames,3,1
27,2022-12-11,,Los Angeles Kings,6,5,W,OT,,38,6,0,2,0,52,66,44.1,34,54,38.6,30,26,53.6,33.7,100.4,Columbus Blue Jackets,Columbus Blue Jackets,Los Angeles Kings,6,5
28,2022-12-13,@,Florida Panthers,0,4,L,,,26,6,0,3,0,44,46,48.9,30,35,46.2,16,16,50.0,52.2,80.0,Columbus Blue Jackets,Florida Panthers,Columbus Blue Jackets,4,0
29,2022-12-15,@,Tampa Bay Lightning,1,4,L,,,29,2,0,3,0,49,49,50.0,33,35,48.5,27,24,52.9,56.6,86.8,Columbus Blue Jackets,Tampa Bay Lightning,Columbus Blue Jackets,4,1
30,2022-12-17,@,Boston Bruins,2,4,L,,,39,12,2,3,0,38,64,37.3,29,45,39.2,10,31,24.4,44.5,94.3,Columbus Blue Jackets,Boston Bruins,Columbus Blue Jackets,4,2
31,2022-12-19,,Dallas Stars,1,2,L,,,34,2,0,0,0,57,73,43.8,45,47,48.9,17,30,36.2,48.8,97.8,Columbus Blue Jackets,Columbus Blue Jackets,Dallas Stars,1,2
32,2022-12-20,@,Philadelphia Flyers,3,5,L,,,39,2,0,1,1,54,63,46.2,43,49,46.7,22,26,45.8,43.3,98.8,Columbus Blue Jackets,Philadelphia Flyers,Columbus Blue Jackets,5,3
33,2022-12-23,@,Chicago Blackhawks,2,5,L,,,38,19,1,5,0,40,42,48.8,29,34,46.0,16,25,39.0,39.9,91.0,Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,5,2
34,2022-12-29,@,New York Islanders,1,2,L,,,36,6,1,3,0,45,57,44.1,30,47,39.0,20,34,37.0,56.4,102.5,Columbus Blue Jackets,New York Islanders,Columbus Blue Jackets,2,1
