GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
46,2023-01-19,@,Toronto Maple Leafs,1,4,L,,,27,8,0,1,1,58,38,60.4,44,34,56.4,25,21,54.3,54.3,87.5,Winnipeg Jets,Toronto Maple Leafs,Winnipeg Jets,4,1
47,2023-01-21,@,Ottawa Senators,5,1,W,,,26,53,0,4,0,42,35,54.5,35,25,58.3,19,14,57.6,48.2,108.6,Winnipeg Jets,Ottawa Senators,Winnipeg Jets,1,5
48,2023-01-22,@,Philadelphia Flyers,5,3,W,,,31,10,2,4,0,46,43,51.7,35,32,52.2,21,18,53.8,51.8,116.2,Winnipeg Jets,Philadelphia Flyers,Winnipeg Jets,3,5
49,2023-01-24,@,Nashville Predators,1,2,L,,,41,13,0,2,0,52,59,46.8,39,49,44.3,23,19,54.8,40.0,98.2,Winnipeg Jets,Nashville Predators,Winnipeg Jets,2,1
50,2023-01-26,,Buffalo Sabres,2,3,L,,,36,6,1,2,0,47,49,49.0,32,38,45.7,16,21,43.2,40.0,99.1,Winnipeg Jets,Winnipeg Jets,Buffalo Sabres,2,3
51,2023-01-28,,Philadelphia Flyers,0,4,L,,,33,8,0,2,0,62,58,51.7,48,44,52.2,27,22,55.1,64.9,87.1,Winnipeg Jets,Winnipeg Jets,Philadelphia Flyers,0,4
52,2023-01-30,,St. Louis Blues,4,2,W,,,26,12,1,2,0,52,37,58.4,39,26,60.0,25,23,52.1,58.8,108.3,Winnipeg Jets,Winnipeg Jets,St. Louis Blues,4,2
53,2023-02-11,,Chicago Blackhawks,4,1,W,,,32,11,0,3,0,51,54,48.6,35,37,48.6,25,24,51.0,48.0,109.6,Winnipeg Jets,Winnipeg Jets,Chicago Blackhawks,4,1
54,2023-02-14,,Seattle Kraken,3,2,W,SO,,29,6,1,4,0,58,43,57.4,48,34,58.5,26,23,53.1,60.0,101.4,Winnipeg Jets,Winnipeg Jets,Seattle Kraken,3,2
55,2023-02-16,@,Columbus Blue Jackets,1,3,L,,,24,14,1,5,0,52,27,65.8,36,19,65.5,19,21,47.5,68.7,86.7,Winnipeg Jets,Columbus Blue Jackets,Winnipeg Jets,3,1
