GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
63,2023-03-09,,Philadelphia Flyers,1,0,W,,,19,10,0,1,0,54,28,65.9,36,22,62.1,24,12,66.7,52.4,100.0,Carolina Hurricanes,Carolina Hurricanes,Philadelphia Flyers,1,0
64,2023-03-11,,Vegas Golden Knights,0,4,L,,,24,2,0,1,0,69,36,65.7,50,28,64.1,29,31,48.3,60.0,82.6,Carolina Hurricanes,Carolina Hurricanes,Vegas Golden Knights,0,4
65,2023-03-12,@,New Jersey Devils,0,3,L,,,23,8,0,2,0,61,39,61.0,46,28,62.2,30,15,66.7,73.4,83.3,Carolina Hurricanes,New Jersey Devils,Carolina Hurricanes,3,0
66,2023-03-14,,Winnipeg Jets,5,3,W,,,24,9,0,1,0,49,38,56.3,36,28,56.3,22,18,55.0,60.9,107.8,Carolina Hurricanes,Carolina Hurricanes,Winnipeg Jets,5,3
67,2023-03-17,@,Toronto Maple Leafs,2,5,L,,,24,6,1,1,0,72,36,66.7,54,28,65.9,21,26,44.7,61.3,88.1,Carolina Hurricanes,Toronto Maple Leafs,Carolina Hurricanes,5,2
68,2023-03-18,@,Philadelphia Flyers,5,4,W,OT,,33,2,1,4,0,63,36,63.6,45,33,57.7,28,28,50.0,54.1,101.3,Carolina Hurricanes,Philadelphia Flyers,Carolina Hurricanes,4,5
69,2023-03-21,@,New York Rangers,3,2,W,,,31,2,0,3,0,60,39,60.6,48,33,59.3,27,29,48.2,75.0,100.5,Carolina Hurricanes,New York Rangers,Carolina Hurricanes,2,3
70,2023-03-23,,New York Rangers,1,2,L,,,16,6,0,3,0,56,22,71.8,42,16,72.4,24,19,55.8,81.5,86.9,Carolina Hurricanes,Carolina Hurricanes,New York Rangers,1,2
71,2023-03-25,,Toronto Maple Leafs,5,3,W,,,44,4,0,3,0,37,62,37.4,27,46,37.0,29,18,61.7,51.9,110.6,Carolina Hurricanes,Carolina Hurricanes,Toronto Maple Leafs,5,3
72,2023-03-26,,Boston Bruins,3,4,L,SO,,38,6,1,2,0,70,50,58.3,53,41,56.4,29,28,50.9,66.8,103.7,Carolina Hurricanes,Carolina Hurricanes,Boston Bruins,3,4
73,2023-03-28,,Tampa Bay Lightning,0,4,L,,,21,6,0,1,0,47,45,51.1,42,27,60.9,24,23,51.1,52.8,77.8,Carolina Hurricanes,Carolina Hurricanes,Tampa Bay Lightning,0,4
74,2023-03-30,@,Detroit Red Wings,2,3,L,,,22,6,1,3,0,78,28,73.6,54,23,70.1,24,27,47.1,76.3,94.7,Carolina Hurricanes,Detroit Red Wings,Carolina Hurricanes,3,2
75,2023-04-01,@,Montreal Canadiens,3,0,W,,,14,4,0,3,0,72,23,75.8,58,17,77.3,27,17,61.4,63.0,104.3,Carolina Hurricanes,Montreal Canadiens,Carolina Hurricanes,0,3
76,2023-04-02,,New York Islanders,2,1,W,,,22,4,0,2,0,58,42,58.0,42,30,58.3,28,25,52.8,52.6,101.9,Carolina Hurricanes,Carolina Hurricanes,New York Islanders,2,1
77,2023-04-04,,Ottawa Senators,3,2,W,OT,,28,10,1,4,0,52,51,50.5,39,40,49.4,27,17,61.4,60.7,103.4,Carolina Hurricanes,Carolina Hurricanes,Ottawa Senators,3,2
78,2023-04-06,@,Nashville Predators,0,3,L,,,23,4,0,1,1,73,33,68.9,48,30,61.5,19,28,40.4,64.7,90.5,Carolina Hurricanes,Nashville Predators,Carolina Hurricanes,3,0
79,2023-04-08,@,Buffalo Sabres,3,4,L,,,30,4,1,4,0,65,41,61.3,50,36,58.1,28,19,59.6,62.9,97.8,Carolina Hurricanes,Buffalo Sabres,Carolina Hurricanes,4,3
80,2023-04-10,@,Ottawa Senators,2,3,L,,,32,12,0,6,0,35,34,50.7,22,29,43.1,16,24,40.0,59.7,92.5,Carolina Hurricanes,Ottawa Senators,Carolina Hurricanes,3,2
81,2023-04-11,,Detroit Red Wings,4,1,W,,,21,2,0,2,0,47,30,61.0,37,25,59.7,21,27,43.8,41.4,111.7,Carolina Hurricanes,Carolina Hurricanes,Detroit Red Wings,4,1
82,2023-04-13,@,Florida Panthers,6,4,W,,,34,20,0,2,0,70,56,55.6,55,41,57.3,21,32,39.6,55.8,106.0,Carolina Hurricanes,Florida Panthers,Carolina Hurricanes,4,6
