GP,Date,Location,Opponent,GF,GA,Result,OverTime,Unnamed: 8,S,PIM,PPG,PPO,SHG,CF,CA,CF%,FF,FA,FF%,FOW,FOL,FO%,oZS%,PDO,team,Home,Visitor,HG,AG
13,2022-11-10,@,New Jersey Devils,3,4,L,OT,,41,8,1,3,0,47,74,38.8,39,56,41.1,25,23,52.1,50.6,100.4,Ottawa Senators,New Jersey Devils,Ottawa Senators,4,3
14,2022-11-12,@,Philadelphia Flyers,4,1,W,,,38,16,0,3,0,39,49,44.3,26,39,40.0,20,26,43.5,40.0,107.4,Ottawa Senators,Philadelphia Flyers,Ottawa Senators,1,4
15,2022-11-14,,New York Islanders,2,4,L,,,35,17,2,3,0,62,39,61.4,45,34,57.0,20,21,48.8,61.5,96.9,Ottawa Senators,Ottawa Senators,New York Islanders,2,4
16,2022-11-16,,Buffalo Sabres,4,1,W,,,30,14,1,8,0,42,44,48.8,35,27,56.5,26,18,59.1,45.1,110.3,Ottawa Senators,Ottawa Senators,Buffalo Sabres,4,1
17,2022-11-19,,New Jersey Devils,1,5,L,,,36,4,1,4,1,42,42,50.0,32,32,50.0,31,26,54.4,62.0,92.5,Ottawa Senators,Ottawa Senators,New Jersey Devils,1,5
18,2022-11-21,@,San Jose Sharks,1,5,L,,,31,9,1,3,0,55,45,55.0,41,32,56.2,28,24,53.8,51.7,84.8,Ottawa Senators,San Jose Sharks,Ottawa Senators,5,1
19,2022-11-23,@,Vegas Golden Knights,1,4,L,,,36,4,1,4,0,76,42,64.4,52,31,62.7,25,27,48.1,61.8,87.5,Ottawa Senators,Vegas Golden Knights,Ottawa Senators,4,1
20,2022-11-25,@,Anaheim Ducks,5,1,W,,,32,21,0,6,0,45,35,56.3,31,24,56.4,22,24,47.8,52.9,104.3,Ottawa Senators,Anaheim Ducks,Ottawa Senators,1,5
21,2022-11-27,@,Los Angeles Kings,3,2,W,OT,,27,4,2,2,0,65,54,54.6,45,37,54.9,31,29,51.7,52.4,105.7,Ottawa Senators,Los Angeles Kings,Ottawa Senators,2,3
22,2022-11-30,,New York Rangers,1,3,L,,,36,8,0,2,0,55,56,49.5,41,42,49.4,33,13,71.7,54.1,93.3,Ottawa Senators,Ottawa Senators,New York Rangers,1,3
23,2022-12-02,@,New York Rangers,3,2,W,OT,,27,18,0,2,0,45,52,46.4,37,34,52.1,31,32,49.2,57.5,98.1,Ottawa Senators,New York Rangers,Ottawa Senators,2,3
24,2022-12-03,,San Jose Sharks,5,2,W,,,37,17,1,4,0,53,36,59.6,38,30,55.9,25,18,58.1,38.1,102.8,Ottawa Senators,Ottawa Senators,San Jose Sharks,5,2
25,2022-12-06,,Los Angeles Kings,2,5,L,,,28,8,2,3,0,48,50,49.0,31,33,48.4,25,19,56.8,40.9,87.5,Ottawa Senators,Ottawa Senators,Los Angeles Kings,2,5
26,2022-12-08,@,Dallas Stars,3,4,L,OT,,32,6,0,2,0,58,51,53.2,36,35,50.7,31,33,48.4,53.1,96.0,Ottawa Senators,Dallas Stars,Ottawa Senators,4,3
